frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
367,roll,Fairway,77.9252,10.2929,28.0339,10.2715,10.2715
368,roll,Fairway,77.9238,10.2929,28.0337,10.2715,10.2715
369,roll,Fairway,77.9224,10.2929,28.0336,10.2716,10.2716
370,roll,Fairway,77.9210,10.2929,28.0335,10.2716,10.2716
371,roll,Fairway,77.9196,10.2929,28.0333,10.2716,10.2716
372,roll,Fairway,77.9181,10.2929,28.0332,10.2716,10.2716
373,roll,Fairway,77.9167,10.2929,28.0330,10.2716,10.2716
374,roll,Fairway,77.9153,10.2929,28.0329,10.2716,10.2716
375,roll,Fairway,77.9139,10.2930,28.0328,10.2716,10.2716
376,roll,Fairway,77.9125,10.2930,28.0326,10.2716,10.2716
377,roll,Fairway,77.9110,10.2930,28.0325,10.2716,10.2716
378,roll,Fairway,77.9096,10.2930,28.0324,10.2716,10.2716
379,roll,Fairway,77.9082,10.2930,28.0322,10.2716,10.2716
380,roll,Fairway,77.9068,10.2930,28.0321,10.2717,10.2717
381,roll,Fairway,77.9054,10.2930,28.0319,10.2717,10.2717
382,roll,Fairway,77.9040,10.2930,28.0318,10.2717,10.2717
383,roll,Fairway,77.9026,10.2930,28.0317,10.2717,10.2717
384,roll,Fairway,77.9012,10.2931,28.0315,10.2717,10.2717
385,roll,Fairway,77.8998,10.2931,28.0314,10.2717,10.2717
386,roll,Fairway,77.8984,10.2931,28.0313,10.2717,10.2717
387,roll,Fairway,77.8970,10.2931,28.0311,10.2717,10.2717
388,roll,Fairway,77.8956,10.2931,28.0310,10.2717,10.2717
389,roll,Fairway,77.8942,10.2931,28.0308,10.2717,10.2717
390,roll,Fairway,77.8928,10.2931,28.0307,10.2718,10.2718
391,roll,Fairway,77.8913,10.2931,28.0306,10.2718,10.2718
392,roll,Fairway,77.8899,10.2931,28.0304,10.2718,10.2718
393,roll,Fairway,77.8885,10.2931,28.0303,10.2718,10.2718
